Fecha y Hora,Producto,Cantidad,Precio Unitario,Método de Pago
2023-09-26 20:44:11.362152,Muffin,2,4.61,Pago Móvil
2023-10-11 14:10:21.898764,Café Americano,4,12.92,Efectivo
2023-04-08 12:02:18.445545,Café Latte,2,9.51,Pago Móvil
2023-11-30 17:34:05.082188,Jugo de Naranja,3,9.09,Pago Móvil
2023-01-09 18:27:23.531252,Muffin,1,11.29,Tarjeta de Débito
2023-03-01 21:11:03.613668,Sandwich de Jamón y Queso,2,9.78,Tarjeta de Débito
2023-12-06 06:37:49.722760,Sandwich de Jamón y Queso,4,3.33,Tarjeta de Crédito
2023-03-01 23:53:43.790118,Croissant,3,8.48,Tarjeta de Crédito
2023-04-04 08:29:51.046693,Café Americano,2,11.1,Tarjeta de Débito
2023-05-07 20:34:11.500355,Té Verde,2,10.92,Tarjeta de Débito
2023-07-06 19:55:44.866205,Café Americano,1,2.7,Pago Móvil
2023-08-20 06:22:03.758288,Jugo de Naranja,3,5.67,Tarjeta de Débito
2023-09-26 16:09:35.105402,Té Verde,1,14.74,Efectivo
2023-03-19 12:43:38.960340,Brownie,4,12.99,Tarjeta de Crédito
2023-12-23 12:55:46.698551,Té Negro,1,11.14,Efectivo
2023-10-25 17:26:32.805389,Mocaccino,4,12.01,Pago Móvil
2023-06-26 04:37:51.563399,Espresso,2,4.2,Pago Móvil
2023-12-20 18:34:27.040278,Sandwich de Jamón y Queso,1,3.75,Tarjeta de Débito
2023-04-30 18:16:29.552527,Café Americano,3,9.93,Efectivo
2023-04-03 22:20:20.723673,Mocaccino,2,4.14,Pago Móvil
2023-05-14 22:11:16.090110,Brownie,3,13.66,Pago Móvil
2023-01-08 12:53:55.042378,Café Americano,3,6.7,Tarjeta de Crédito
2023-12-31 11:33:00.432846,Café Latte,3,12.6,Tarjeta de Crédito
2023-05-15 01:23:49.661356,Café Americano,2,12.28,Tarjeta de Débito
2023-12-14 17:30:55.815137,Espresso,4,13.52,Pago Móvil
2023-04-24 16:46:51.231094,Muffin,1,13.84,Efectivo
2023-12-23 17:36:59.423515,Capuchino,3,3.89,Tarjeta de Débito
2023-12-02 02:04:39.782972,Mocaccino,2,13.87,Pago Móvil
2023-09-13 21:36:42.694590,Muffin,1,6.49,Efectivo
2023-03-25 13:11:28.987917,Jugo de Naranja,2,7.0,Tarjeta de Débito
2023-04-28 06:00:40.374597,Té Negro,4,3.14,Efectivo
2023-06-22 06:03:52.088879,Jugo de Naranja,1,2.68,Efectivo
2023-06-01 20:06:17.794485,Sandwich de Jamón y Queso,3,8.22,Tarjeta de Débito
2023-07-03 12:23:55.636421,Jugo de Naranja,2,8.85,Efectivo
2023-07-11 16:37:33.015204,Café Americano,3,8.69,Pago Móvil
2023-11-21 18:52:04.491559,Chocolate Caliente,1,9.68,Efectivo
2023-11-18 21:56:34.102777,Muffin,1,9.7,Tarjeta de Crédito
2023-05-29 07:00:14.929538,Té Verde,2,5.33,Tarjeta de Crédito
2023-05-18 15:45:55.540557,Café Americano,1,9.25,Efectivo
2023-08-09 22:34:11.219305,Sandwich de Jamón y Queso,3,11.7,Tarjeta de Crédito
2023-04-09 04:10:24.077662,Café Americano,4,5.16,Tarjeta de Crédito
2023-05-02 17:16:11.867651,Mocaccino,1,9.6,Tarjeta de Débito
2023-04-18 22:28:28.573459,Té Negro,3,14.17,Tarjeta de Débito
2023-08-20 19:30:56.321405,Espresso,2,5.58,Pago Móvil
2023-01-19 21:46:27.435557,Espresso,4,10.72,Tarjeta de Débito
2023-09-15 12:54:16.190532,Capuchino,4,14.65,Efectivo
2023-02-06 16:29:10.753892,Sandwich de Jamón y Queso,3,14.45,Pago Móvil
2023-09-13 16:18:19.239590,Jugo de Naranja,3,8.12,Efectivo
2023-08-09 10:04:42.836045,Muffin,2,8.41,Tarjeta de Crédito
2023-09-19 17:25:55.043632,Muffin,4,14.64,Efectivo
2023-04-12 03:13:21.686335,Croissant,1,13.96,Pago Móvil
2023-08-21 06:27:12.833568,Sandwich de Jamón y Queso,4,14.43,Efectivo
2023-05-01 13:32:56.247112,Chocolate Caliente,3,11.84,Efectivo
2023-05-05 03:59:04.353939,Mocaccino,1,5.82,Efectivo
2023-04-08 09:21:41.076878,Chocolate Caliente,3,5.64,Pago Móvil
2023-10-28 02:48:26.352266,Sandwich de Jamón y Queso,4,7.65,Tarjeta de Crédito
2023-12-31 14:02:39.611761,Té Verde,4,3.26,Pago Móvil
2023-07-10 18:22:54.204857,Café Latte,2,9.76,Tarjeta de Débito
2023-03-06 10:36:40.891336,Galleta,3,14.08,Tarjeta de Débito
2023-08-28 08:08:50.246796,Capuchino,1,10.12,Efectivo
2023-10-04 13:38:40.761138,Mocaccino,2,7.36,Pago Móvil
2023-01-13 15:05:09.487801,Capuchino,1,7.37,Tarjeta de Crédito
2023-03-21 06:05:56.989359,Brownie,1,3.62,Tarjeta de Crédito
2023-08-02 04:11:26.936991,Café Latte,3,7.09,Efectivo
2023-01-31 19:18:50.891246,Galleta,4,2.86,Tarjeta de Débito
2023-06-07 05:22:02.627099,Sandwich de Jamón y Queso,2,12.44,Efectivo
2023-12-15 12:28:06.083492,Sandwich de Jamón y Queso,2,13.88,Tarjeta de Crédito
2023-01-15 23:01:59.292666,Espresso,1,11.81,Tarjeta de Débito
2023-12-03 19:24:08.533838,Sandwich de Jamón y Queso,2,14.63,Tarjeta de Crédito
2023-07-14 09:11:51.362154,Café Americano,3,14.32,Efectivo
2023-05-04 14:35:28.619035,Té Negro,2,7.57,Pago Móvil
2023-08-16 00:32:56.835987,Café Latte,2,13.34,Tarjeta de Crédito
2023-03-31 14:25:21.472842,Capuchino,3,8.53,Efectivo
2023-05-15 10:05:17.932750,Chocolate Caliente,3,4.7,Tarjeta de Crédito
2023-03-29 05:43:18.046907,Sandwich de Jamón y Queso,1,2.68,Efectivo
2023-11-30 10:43:53.446464,Té Negro,3,6.69,Pago Móvil
2023-09-02 03:27:37.942195,Jugo de Naranja,1,10.56,Efectivo
2023-12-13 03:40:06.313482,Galleta,2,11.03,Efectivo
2023-11-05 17:32:03.878743,Galleta,3,10.45,Tarjeta de Débito
2023-12-27 08:01:47.282783,Espresso,4,14.56,Tarjeta de Crédito
2023-01-30 08:47:47.596061,Chocolate Caliente,1,12.77,Tarjeta de Crédito
2023-04-02 02:47:02.048165,Chocolate Caliente,1,5.53,Tarjeta de Débito
2023-02-10 12:15:02.234083,Brownie,3,10.73,Efectivo
2023-10-05 05:13:55.736236,Jugo de Naranja,4,9.48,Tarjeta de Débito
2023-02-16 05:16:21.787501,Brownie,4,7.3,Tarjeta de Débito
2023-02-12 15:11:06.905006,Té Negro,4,12.37,Efectivo
2023-03-19 01:24:17.902580,Mocaccino,2,14.86,Tarjeta de Crédito
2023-12-18 12:12:52.305865,Muffin,2,13.7,Tarjeta de Débito
2023-05-24 22:53:24.861891,Capuchino,1,7.34,Efectivo
2023-07-02 12:37:52.160822,Muffin,2,2.86,Tarjeta de Débito
2023-04-12 12:26:34.519408,Mocaccino,1,14.19,Pago Móvil
2023-05-06 00:35:56.608571,Mocaccino,2,8.13,Tarjeta de Crédito
2023-08-07 16:15:39.933247,Té Negro,1,12.07,Tarjeta de Débito
2023-03-24 01:56:14.332551,Jugo de Naranja,3,7.07,Pago Móvil
2023-11-30 18:06:49.553447,Espresso,1,8.94,Tarjeta de Crédito
2023-10-05 04:10:49.854825,Jugo de Naranja,1,5.27,Tarjeta de Débito
2023-12-11 09:31:00.278082,Brownie,3,14.16,Tarjeta de Débito
2023-08-13 10:23:30.651932,Café Latte,4,13.34,Tarjeta de Crédito
2023-08-01 13:41:37.357335,Capuchino,1,7.01,Tarjeta de Crédito
2023-09-12 00:10:58.152579,Chocolate Caliente,4,10.65,Pago Móvil
2023-07-02 01:23:44.275137,Café Latte,1,6.81,Pago Móvil
2023-11-30 13:33:32.004537,Café Americano,4,13.62,Pago Móvil
2023-06-30 02:01:35.270626,Jugo de Naranja,4,8.65,Tarjeta de Crédito
2023-10-03 22:35:38.036391,Galleta,4,8.63,Tarjeta de Débito
2023-10-27 22:37:39.171348,Té Negro,1,3.8,Tarjeta de Débito
2023-11-15 05:59:50.635503,Espresso,1,5.08,Tarjeta de Débito
2023-10-27 01:05:40.165118,Té Verde,3,8.66,Tarjeta de Crédito
2023-05-15 11:53:25.565146,Jugo de Naranja,4,9.28,Tarjeta de Crédito
2023-12-04 16:34:44.418090,Jugo de Naranja,3,10.22,Tarjeta de Débito
2023-01-14 06:13:09.465583,Sandwich de Jamón y Queso,2,4.81,Efectivo
2023-12-23 19:17:33.097952,Brownie,1,2.99,Efectivo
2023-03-25 00:03:44.477420,Café Latte,4,11.62,Tarjeta de Crédito
2023-07-30 11:46:26.040010,Muffin,4,3.06,Tarjeta de Débito
2023-11-29 01:44:11.768097,Jugo de Naranja,3,5.99,Tarjeta de Crédito
2023-10-31 16:33:18.097133,Croissant,3,6.77,Pago Móvil
2023-02-02 09:59:52.181920,Mocaccino,2,4.8,Tarjeta de Débito
2023-01-28 15:39:48.669675,Café Latte,2,4.1,Tarjeta de Débito
2023-12-01 16:22:51.524258,Jugo de Naranja,1,13.54,Efectivo
2023-11-12 07:14:17.312137,Espresso,4,5.76,Efectivo
2023-04-06 04:15:04.109961,Café Latte,1,4.04,Tarjeta de Débito
2023-11-29 16:20:15.926768,Café Latte,4,11.07,Efectivo
2023-03-01 10:18:14.783144,Chocolate Caliente,1,5.96,Efectivo
2023-04-15 15:23:56.262174,Croissant,2,10.98,Tarjeta de Débito
2023-02-02 04:44:07.176131,Mocaccino,3,8.24,Pago Móvil
2023-10-30 03:55:19.800652,Café Americano,1,11.53,Efectivo
2023-05-28 09:04:56.273305,Croissant,4,10.73,Pago Móvil
2023-09-12 19:55:54.713174,Té Negro,1,11.16,Pago Móvil
2023-02-23 08:10:35.127190,Té Negro,1,14.68,Pago Móvil
2023-09-11 14:13:40.156790,Sandwich de Jamón y Queso,1,6.66,Efectivo
2023-07-18 04:21:19.757917,Jugo de Naranja,2,8.0,Tarjeta de Débito
2023-07-02 17:12:39.876568,Espresso,2,12.2,Efectivo
2023-10-06 17:11:55.428030,Café Americano,4,8.11,Pago Móvil
2023-10-31 14:09:52.067384,Galleta,2,12.81,Efectivo
2023-04-12 23:15:27.455225,Muffin,2,6.17,Pago Móvil
2023-02-24 10:20:00.068595,Muffin,3,8.83,Tarjeta de Crédito
2023-03-28 20:07:24.077389,Croissant,2,12.1,Efectivo
2023-10-20 14:57:12.673867,Sandwich de Jamón y Queso,2,6.34,Efectivo
2023-08-29 12:13:21.129925,Muffin,3,13.07,Efectivo
2023-05-03 19:42:48.647025,Sandwich de Jamón y Queso,3,10.68,Tarjeta de Crédito
2023-10-21 11:48:32.120068,Jugo de Naranja,2,4.43,Tarjeta de Débito
2023-11-26 01:48:54.465828,Brownie,1,6.47,Tarjeta de Crédito
2023-12-02 05:01:06.234702,Capuchino,4,7.01,Efectivo
2023-06-26 12:21:30.804015,Café Americano,2,9.88,Tarjeta de Débito
2023-02-14 17:15:51.061391,Galleta,2,13.34,Tarjeta de Débito
2023-03-13 13:01:45.385510,Jugo de Naranja,1,10.75,Tarjeta de Crédito
2023-12-13 11:35:31.829441,Espresso,2,4.25,Pago Móvil
2023-12-17 15:45:46.842942,Espresso,2,6.99,Pago Móvil
2023-05-20 03:37:03.276980,Jugo de Naranja,2,13.4,Efectivo
2023-08-07 15:29:12.661918,Muffin,4,13.93,Tarjeta de Débito
2023-12-09 12:10:08.284517,Croissant,1,10.93,Efectivo
2023-09-22 01:34:44.176859,Café Latte,2,12.54,Efectivo
2023-10-13 19:47:32.105417,Café Americano,1,3.14,Pago Móvil
2023-01-17 15:44:32.488908,Brownie,1,4.83,Pago Móvil
2023-07-01 15:50:34.881896,Espresso,4,9.64,Tarjeta de Débito
2023-10-23 16:58:48.552688,Galleta,4,4.51,Efectivo
2023-10-03 05:34:08.008480,Sandwich de Jamón y Queso,3,10.98,Pago Móvil
2023-05-28 00:39:41.155593,Chocolate Caliente,2,4.2,Efectivo
2023-07-23 17:28:08.702833,Café Latte,2,9.12,Tarjeta de Crédito
2023-08-24 04:47:59.788018,Té Verde,1,4.35,Tarjeta de Débito
2023-02-25 10:37:44.282690,Mocaccino,2,3.29,Tarjeta de Débito
2023-11-25 16:09:55.169807,Té Verde,1,12.53,Tarjeta de Débito
2023-07-24 13:23:26.761724,Café Americano,2,4.18,Efectivo
2023-04-01 17:13:30.836146,Café Americano,3,13.19,Tarjeta de Débito
2023-12-18 02:57:19.497720,Espresso,1,4.64,Tarjeta de Crédito
2023-11-27 21:47:33.601668,Brownie,3,2.61,Efectivo
2023-12-29 14:50:44.136863,Café Latte,1,13.96,Tarjeta de Crédito
2023-08-30 06:30:28.124109,Café Latte,4,2.94,Pago Móvil
2023-08-14 23:45:51.103902,Galleta,4,13.51,Efectivo
2023-01-24 15:00:55.643773,Jugo de Naranja,2,6.12,Efectivo
2023-06-11 18:51:05.235121,Mocaccino,3,14.39,Efectivo
2023-06-02 22:58:13.440095,Té Negro,3,5.3,Efectivo
2023-12-12 19:34:15.256914,Brownie,4,5.55,Pago Móvil
2023-06-16 01:29:12.935410,Jugo de Naranja,4,4.03,Tarjeta de Crédito
2023-11-07 01:07:33.768687,Jugo de Naranja,3,3.29,Tarjeta de Crédito
2023-08-02 04:35:59.369826,Brownie,3,13.6,Pago Móvil
2023-01-05 19:38:36.122544,Capuchino,4,9.24,Efectivo
2023-08-05 12:41:45.643659,Chocolate Caliente,2,12.75,Tarjeta de Crédito
2023-09-25 18:16:21.713542,Chocolate Caliente,3,5.2,Pago Móvil
2023-05-26 18:34:13.284095,Espresso,1,6.06,Tarjeta de Crédito
2023-04-10 07:31:17.799938,Capuchino,2,12.59,Pago Móvil
2023-12-21 10:14:41.915876,Muffin,4,2.97,Efectivo
2023-01-03 12:52:27.809700,Jugo de Naranja,4,5.82,Efectivo
2023-10-06 07:09:04.815435,Galleta,2,3.94,Tarjeta de Débito
2023-04-12 01:01:43.743138,Sandwich de Jamón y Queso,4,7.93,Tarjeta de Débito
2023-02-15 17:32:28.767366,Brownie,4,3.58,Tarjeta de Débito
2023-04-26 09:38:54.585995,Té Verde,1,11.03,Efectivo
2023-02-08 10:30:38.782775,Sandwich de Jamón y Queso,4,11.76,Tarjeta de Crédito
2023-01-29 13:00:02.640777,Mocaccino,3,12.86,Pago Móvil
2023-02-15 12:42:41.670161,Galleta,3,7.73,Efectivo
2023-05-07 16:29:15.696808,Croissant,4,13.34,Tarjeta de Débito
2023-04-26 23:03:44.720646,Jugo de Naranja,2,3.86,Tarjeta de Crédito
2023-11-25 02:09:08.729752,Brownie,3,13.67,Efectivo
2023-10-26 16:45:37.621445,Té Negro,2,7.64,Efectivo
2023-04-27 18:35:22.321574,Té Verde,2,14.01,Tarjeta de Crédito
2023-10-09 17:56:13.798549,Chocolate Caliente,3,11.48,Pago Móvil
2023-10-02 18:33:29.111008,Espresso,4,4.21,Efectivo
2023-03-31 13:50:56.878094,Chocolate Caliente,2,7.83,Pago Móvil
2023-11-25 11:55:27.129712,Capuchino,1,10.83,Efectivo
2023-09-13 20:05:13.714929,Capuchino,2,9.15,Pago Móvil
2023-11-02 02:04:10.516287,Café Latte,4,14.31,Pago Móvil
2023-01-31 11:56:31.161356,Muffin,3,6.32,Pago Móvil
2023-09-20 12:42:40.631231,Capuchino,3,3.42,Efectivo
2023-12-03 10:24:49.221815,Chocolate Caliente,4,13.66,Pago Móvil
2023-02-21 22:36:53.544133,Espresso,4,11.86,Efectivo
2023-06-10 11:06:22.041793,Sandwich de Jamón y Queso,1,14.61,Pago Móvil
2023-01-08 11:17:05.771426,Jugo de Naranja,3,5.89,Efectivo
2023-11-11 07:22:42.180709,Chocolate Caliente,1,6.69,Pago Móvil
2023-05-29 14:55:05.821864,Chocolate Caliente,2,6.81,Tarjeta de Crédito
2023-12-16 10:05:40.556996,Té Negro,1,12.5,Tarjeta de Débito
2023-08-02 16:36:46.249038,Café Americano,4,9.53,Tarjeta de Crédito
2023-02-06 10:19:52.199792,Muffin,2,10.47,Efectivo
2023-08-11 07:12:18.109721,Espresso,1,8.82,Pago Móvil
2023-11-24 02:07:33.719653,Sandwich de Jamón y Queso,1,6.4,Tarjeta de Crédito
2023-09-28 19:14:21.567038,Jugo de Naranja,4,13.1,Tarjeta de Crédito
2023-01-01 18:43:10.026149,Galleta,2,11.24,Tarjeta de Débito
2023-03-21 20:08:46.417264,Jugo de Naranja,3,7.85,Pago Móvil
2023-08-25 11:15:39.658824,Café Americano,4,2.58,Efectivo
2023-10-24 11:13:30.658654,Brownie,1,14.65,Efectivo
2023-04-06 05:49:40.462804,Capuchino,2,14.53,Efectivo
2023-08-16 08:35:38.407171,Sandwich de Jamón y Queso,4,14.56,Tarjeta de Débito
2023-05-07 18:53:26.989019,Brownie,3,13.94,Tarjeta de Débito
2023-11-16 18:16:31.543751,Té Negro,1,12.34,Pago Móvil
2023-07-25 00:11:52.715548,Brownie,3,10.7,Pago Móvil
2023-10-16 22:24:08.098876,Sandwich de Jamón y Queso,4,10.28,Tarjeta de Crédito
2023-04-18 05:48:41.500137,Croissant,3,9.64,Pago Móvil
2023-10-18 10:40:24.840769,Mocaccino,3,11.47,Tarjeta de Crédito
2023-05-13 06:06:27.612850,Mocaccino,2,10.77,Tarjeta de Débito
2023-03-31 03:32:39.275226,Galleta,4,8.47,Tarjeta de Crédito
2023-12-29 15:01:19.773640,Jugo de Naranja,4,5.12,Tarjeta de Crédito
2023-10-31 03:51:55.276770,Galleta,1,2.8,Efectivo
2023-05-30 23:27:12.377827,Galleta,2,3.68,Pago Móvil
2023-06-18 03:43:26.445877,Espresso,1,7.4,Efectivo
2023-03-04 18:17:29.479113,Café Americano,2,4.03,Tarjeta de Crédito
2023-11-15 14:26:44.678460,Jugo de Naranja,4,10.4,Efectivo
2023-05-21 13:23:15.072170,Té Negro,3,13.87,Tarjeta de Crédito
2023-07-21 11:34:30.346807,Mocaccino,1,13.63,Efectivo
2023-01-06 11:03:23.539661,Brownie,4,13.66,Pago Móvil
2023-10-17 04:11:30.324611,Espresso,1,10.38,Pago Móvil
2023-04-18 02:08:20.250214,Croissant,4,12.82,Tarjeta de Crédito
2023-10-28 18:39:20.595291,Espresso,2,14.28,Tarjeta de Crédito
2023-09-14 19:23:53.008705,Café Americano,3,4.89,Efectivo
2023-11-13 04:37:22.132635,Café Latte,4,4.13,Tarjeta de Débito
2023-04-17 16:34:41.775524,Mocaccino,1,9.74,Tarjeta de Débito
2023-09-05 21:50:08.929496,Jugo de Naranja,2,8.33,Efectivo
2023-02-08 16:18:14.893852,Jugo de Naranja,2,9.89,Tarjeta de Débito
2023-12-19 23:03:03.479609,Té Verde,4,3.4,Efectivo
2023-11-25 10:41:30.054318,Sandwich de Jamón y Queso,3,11.55,Tarjeta de Débito
2023-03-07 03:46:10.619054,Mocaccino,4,3.99,Pago Móvil
2023-06-11 13:29:38.395326,Capuchino,4,12.39,Tarjeta de Débito
2023-11-06 01:51:01.786584,Café Latte,1,13.96,Tarjeta de Débito
2023-02-25 04:44:20.113253,Espresso,3,6.68,Efectivo
2023-12-14 10:51:46.488013,Jugo de Naranja,1,5.64,Tarjeta de Crédito
2023-06-01 01:53:20.419242,Muffin,3,3.38,Pago Móvil
2023-02-11 09:18:40.156560,Espresso,1,2.99,Efectivo
2023-02-17 14:31:25.829610,Mocaccino,1,5.84,Tarjeta de Débito
2023-04-05 06:45:46.752532,Capuchino,3,6.59,Efectivo
2023-12-17 11:04:41.414460,Capuchino,2,3.23,Tarjeta de Crédito
2023-01-07 07:09:55.679835,Muffin,1,14.99,Efectivo
2023-11-16 02:38:55.205111,Galleta,2,3.35,Tarjeta de Crédito
2023-11-30 23:22:22.398837,Sandwich de Jamón y Queso,1,6.34,Tarjeta de Crédito
2023-06-06 23:07:15.435527,Chocolate Caliente,1,12.79,Efectivo
2023-07-20 15:17:24.329550,Brownie,1,10.22,Tarjeta de Débito
2023-08-22 02:21:51.703860,Té Verde,2,6.86,Pago Móvil
2023-09-10 04:52:56.780810,Jugo de Naranja,3,6.04,Pago Móvil
2023-12-13 17:05:09.766213,Té Verde,3,7.62,Pago Móvil
2023-03-13 00:15:23.962355,Muffin,2,2.61,Pago Móvil
2023-02-18 16:17:35.048199,Mocaccino,2,10.51,Tarjeta de Crédito
2023-03-06 11:43:21.811188,Café Americano,1,2.59,Tarjeta de Débito
2023-04-29 00:19:06.187955,Chocolate Caliente,1,3.52,Tarjeta de Crédito
2023-04-21 07:20:14.302472,Jugo de Naranja,1,3.99,Tarjeta de Crédito
2023-11-03 07:07:56.502857,Brownie,4,12.36,Tarjeta de Crédito
2023-05-01 18:17:05.367549,Espresso,2,5.23,Tarjeta de Débito
2023-01-03 06:21:23.355589,Sandwich de Jamón y Queso,2,9.82,Efectivo
2023-05-20 21:17:10.312569,Espresso,3,12.16,Pago Móvil
2023-07-31 22:43:14.667042,Capuchino,1,9.75,Tarjeta de Débito
2023-08-12 10:26:05.465438,Té Negro,3,5.78,Tarjeta de Crédito
2023-06-29 00:23:31.478065,Croissant,3,4.51,Tarjeta de Débito
2023-11-23 02:46:20.272944,Muffin,1,5.39,Efectivo
2023-08-29 06:39:07.002058,Té Verde,2,13.59,Pago Móvil
2023-04-05 03:07:43.464883,Té Negro,1,3.16,Efectivo
2023-02-07 08:33:42.758130,Capuchino,4,9.38,Tarjeta de Crédito
2023-07-31 00:57:17.292774,Croissant,3,3.28,Tarjeta de Crédito
2023-12-07 05:23:33.619082,Café Latte,1,6.29,Efectivo
2023-02-26 22:13:37.913524,Té Negro,4,13.76,Tarjeta de Crédito
2023-07-21 05:57:53.892188,Chocolate Caliente,3,4.85,Tarjeta de Crédito
2023-04-27 09:52:08.740048,Galleta,3,10.15,Pago Móvil
2023-02-19 05:49:25.999734,Croissant,2,14.74,Tarjeta de Crédito
2023-09-06 05:42:53.483453,Té Verde,3,2.77,Tarjeta de Crédito
2023-09-21 08:23:42.922545,Muffin,3,5.73,Pago Móvil
2023-12-03 15:16:23.814096,Muffin,2,13.77,Tarjeta de Crédito
2023-02-02 23:36:31.123114,Croissant,1,9.04,Tarjeta de Débito
2023-02-12 09:07:26.906785,Sandwich de Jamón y Queso,1,9.67,Tarjeta de Crédito
2023-08-18 15:05:37.256628,Chocolate Caliente,3,11.27,Tarjeta de Crédito
2023-09-15 00:45:05.789165,Croissant,3,4.11,Efectivo
2023-02-20 15:05:18.034951,Chocolate Caliente,4,10.59,Tarjeta de Débito
2023-02-08 22:51:07.623899,Espresso,2,9.84,Tarjeta de Crédito
2023-11-04 10:16:47.919209,Croissant,3,12.91,Tarjeta de Débito
2023-04-18 14:37:48.898210,Muffin,1,10.06,Tarjeta de Débito
2023-09-06 08:23:59.867633,Sandwich de Jamón y Queso,1,13.6,Efectivo
2023-02-03 05:27:56.223300,Galleta,2,9.48,Tarjeta de Débito
2023-05-29 01:55:02.088642,Galleta,4,9.54,Tarjeta de Débito
2023-10-31 05:07:01.094485,Café Americano,2,12.73,Pago Móvil
2023-01-31 23:21:30.346430,Té Negro,4,13.2,Tarjeta de Débito
2023-09-21 22:57:40.809893,Mocaccino,1,11.58,Tarjeta de Crédito
2023-04-07 16:44:14.466860,Espresso,2,8.11,Efectivo
2023-03-09 23:19:37.127147,Brownie,2,13.29,Efectivo
2023-10-02 07:17:18.250775,Mocaccino,1,13.96,Pago Móvil
2023-12-16 11:24:27.583973,Jugo de Naranja,4,8.17,Efectivo
2023-02-06 16:00:57.900870,Muffin,4,12.94,Pago Móvil
2023-09-05 00:46:27.233327,Espresso,3,7.88,Pago Móvil
2023-10-07 12:18:12.669066,Brownie,3,8.13,Tarjeta de Débito
2023-05-23 01:09:38.030476,Café Latte,4,3.28,Efectivo
2023-02-25 05:11:44.356281,Café Latte,1,7.31,Tarjeta de Débito
2023-08-30 17:46:07.583165,Capuchino,3,7.15,Tarjeta de Débito
2023-06-28 13:59:13.038051,Chocolate Caliente,4,13.91,Tarjeta de Crédito
2023-12-17 10:47:58.221381,Mocaccino,2,9.83,Tarjeta de Crédito
2023-08-04 20:15:40.434767,Sandwich de Jamón y Queso,3,13.64,Efectivo
2023-12-07 11:47:01.521257,Té Verde,1,10.34,Pago Móvil
2023-02-16 05:50:14.841708,Té Verde,3,7.31,Tarjeta de Crédito
2023-10-27 02:54:26.710179,Mocaccino,4,3.85,Tarjeta de Crédito
2023-11-22 06:03:31.864497,Espresso,4,10.1,Tarjeta de Débito
2023-09-30 18:00:49.525623,Muffin,1,2.98,Pago Móvil
2023-06-21 21:50:57.494349,Café Americano,1,13.87,Tarjeta de Débito
2023-10-21 07:24:30.720267,Muffin,4,7.76,Pago Móvil
2023-09-11 23:29:34.094310,Brownie,3,8.22,Pago Móvil
2023-04-17 20:12:48.078524,Brownie,4,13.28,Tarjeta de Débito
2023-03-17 10:24:16.500952,Mocaccino,4,4.86,Efectivo
2023-07-31 09:50:44.398789,Croissant,4,8.0,Efectivo
2023-09-13 06:50:53.452419,Capuchino,3,14.56,Tarjeta de Débito
2023-03-12 17:32:42.956049,Galleta,3,9.59,Efectivo
2023-02-04 09:26:42.223361,Té Verde,2,5.99,Tarjeta de Crédito
2023-06-30 16:44:33.942916,Muffin,1,2.55,Tarjeta de Débito
2023-02-20 19:11:42.453927,Té Verde,4,7.68,Efectivo
2023-12-19 18:50:29.114373,Té Verde,4,5.9,Efectivo
2023-04-13 17:50:14.664781,Brownie,4,13.12,Tarjeta de Débito
2023-08-05 02:18:38.330319,Té Negro,4,11.0,Tarjeta de Crédito
2023-11-22 15:23:08.614452,Croissant,3,8.85,Tarjeta de Crédito
2023-07-14 21:19:10.699251,Croissant,4,7.53,Efectivo
2023-05-05 03:45:23.853197,Café Latte,3,11.9,Efectivo
2023-04-30 23:35:04.332560,Café Americano,3,10.52,Pago Móvil
2023-03-08 09:03:22.411687,Espresso,2,11.48,Efectivo
2023-07-16 00:56:17.911414,Mocaccino,1,10.47,Tarjeta de Crédito
2023-02-20 13:42:36.756795,Espresso,1,13.04,Efectivo
2023-08-12 20:36:27.258896,Galleta,3,8.57,Efectivo
2023-05-25 18:06:25.606396,Brownie,4,8.3,Pago Móvil
2023-08-06 19:08:16.178837,Espresso,4,13.76,Efectivo
2023-06-08 13:40:05.393578,Capuchino,3,8.08,Efectivo
2023-01-27 19:56:26.944908,Té Negro,1,11.78,Pago Móvil
2023-01-12 02:54:48.405923,Muffin,1,12.54,Efectivo
2023-08-30 05:33:14.940174,Mocaccino,2,10.8,Efectivo
2023-04-03 02:46:41.957843,Capuchino,1,11.33,Tarjeta de Débito
2023-05-10 17:04:43.114062,Café Latte,2,12.98,Tarjeta de Débito
2023-05-31 01:54:49.800737,Jugo de Naranja,3,12.81,Tarjeta de Débito
2023-11-23 11:39:32.088368,Mocaccino,3,11.25,Tarjeta de Crédito
2023-10-23 18:32:27.770486,Té Negro,2,13.16,Pago Móvil
2023-11-03 13:33:01.135295,Brownie,2,9.16,Tarjeta de Débito
2023-02-28 06:45:20.433034,Brownie,2,11.15,Efectivo
2023-04-15 16:52:55.471399,Sandwich de Jamón y Queso,1,10.58,Pago Móvil
2023-06-18 09:41:15.222511,Galleta,2,8.62,Tarjeta de Débito
2023-02-24 07:58:39.901183,Café Latte,3,2.83,Efectivo
2023-03-28 00:21:16.086829,Galleta,3,7.15,Tarjeta de Crédito
2023-12-30 08:57:58.627733,Café Latte,4,13.47,Pago Móvil
2023-07-26 00:21:34.246496,Capuchino,2,4.15,Pago Móvil
2023-01-09 08:46:14.838250,Chocolate Caliente,4,2.52,Pago Móvil
2023-05-28 19:09:55.467099,Café Americano,4,11.39,Pago Móvil
